1581522671 1 0 0 0 0 0 0
1581949126 2 0 0 0 0 0 0
1582021439 3 0 0 0 0 0 0
1582022314 4 0 0 0 0 0 0
1582040872 5 0 0 0 0 0 0
1584371367 5 0 0 1 0 0 0
1584372192 5 0 0 1 1 0 0
1584379936 6 0 0 1 1 0 0
1584442032 7 0 0 1 1 0 0
1584457516 8 0 0 1 1 0 0
1584457771 9 0 0 1 1 0 0
1584462032 9 0 0 2 1 0 0
1584522279 10 0 0 2 1 0 0
1587365913 10 0 0 3 1 0 0
1587370954 10 0 0 4 1 0 0
1587371141 10 0 0 5 1 0 0
1587391661 10 0 0 6 1 0 0
1587401108 10 0 0 7 1 0 0
1587982694 10 0 0 8 1 0 0
1587983075 10 0 0 9 1 0 0
1587983713 10 0 0 10 1 0 0
1587988848 10 0 0 11 1 0 0
1587990298 10 0 0 12 1 0 0
1587992013 10 0 0 13 1 0 0
1588005646 10 0 1 13 1 0 0
1588005996 10 0 2 13 1 0 0
1588006351 10 0 3 13 1 0 0
1588254625 10 0 3 14 1 0 0
1588262202 10 0 3 15 1 0 0
1588263992 10 0 3 16 1 0 0
1588670926 10 0 4 16 1 0 0
1588671287 10 0 5 16 1 0 0
1588671563 10 0 6 16 1 0 0
1588697387 10 0 7 16 1 0 0
1588697446 10 0 8 16 1 0 0
1588697577 10 0 9 16 1 0 0
1588697627 10 0 10 16 1 0 0
1588776517 11 0 10 16 1 0 0
1588776752 12 0 10 16 1 0 0
1588786488 13 0 10 16 1 0 0
1589308583 13 0 11 16 1 0 0
1589374366 14 0 11 16 1 0 0
1589380231 14 0 12 16 1 0 0
1589380538 14 0 13 16 1 0 0
1589387808 14 0 14 16 1 0 0
1589387879 14 0 15 16 1 0 0
1589387916 14 0 16 16 1 0 0
1589468808 15 0 16 16 1 0 0
1589469766 16 0 16 16 1 0 0
1589470646 16 0 17 16 1 0 0
1589470906 17 0 17 16 1 0 0
1589473668 18 0 17 16 1 0 0
1589526181 19 0 17 16 1 0 0
1589532478 20 0 17 16 1 0 0
1589537505 21 0 17 16 1 0 0
1589537537 22 0 17 16 1 0 0
1589550365 23 0 17 16 1 0 0
1589550411 24 0 17 16 1 0 0
1589555631 25 0 17 16 1 0 0
1589556618 26 0 17 16 1 0 0
1589557085 27 0 17 16 1 0 0
1589557181 27 0 17 16 1 1 0
1589557877 27 0 17 16 2 1 0
1589558206 28 0 17 16 2 1 0
1589792025 29 0 17 16 2 1 0
1589806186 30 0 17 16 2 1 0
1589806246 31 0 17 16 2 1 0
1589806763 32 0 17 16 2 1 0
1589874128 33 0 17 16 2 1 0
1589883270 34 0 17 16 2 1 0
1589883323 35 0 17 16 2 1 0
1589883398 36 0 17 16 2 1 0
1589892365 37 0 17 16 2 1 0
1589903186 38 0 17 16 2 1 0
1589903209 39 0 17 16 2 1 0
1589961219 40 0 17 16 2 1 0
1589961470 41 0 17 16 2 1 0
1589981839 42 0 17 16 2 1 0
1589981870 43 0 17 16 2 1 0
1589990136 44 0 17 16 2 1 0
1589990187 45 0 17 16 2 1 0
1590418199 45 1 17 16 2 1 0
1590483289 45 2 17 16 2 1 0
1590498434 45 3 17 16 2 1 0
1590509817 45 4 17 16 2 1 0
1590569684 45 5 17 16 2 1 0
1590569733 45 6 17 16 2 1 0
1590573845 45 7 17 16 2 1 0
1590582519 45 8 17 16 2 1 0
1590584668 45 9 17 16 2 1 0
1590596612 45 10 17 16 2 1 0
1590673519 45 11 17 16 2 1 0
1590685064 45 12 17 16 2 1 0
1590737669 45 13 17 16 2 1 0
1590761658 45 14 17 16 2 1 0
1590761694 45 15 17 16 2 1 0
1590871492 45 15 17 16 2 1 1
1591105291 45 16 17 16 2 1 1
1591118671 45 17 17 16 2 1 1
1591194578 45 18 17 16 2 1 1
