1581522671 2090 0 0 0 0 0 0
1581949126 2095 0 0 0 0 0 0
1582021439 2122 0 0 0 0 0 0
1582022314 2123 0 0 0 0 0 0
1582040872 2124 0 0 0 0 0 0
1584371367 2124 0 0 167 0 0 0
1584372192 2124 0 0 167 0 0 0
1584379936 2140 0 0 167 0 0 0
1584442032 2146 0 0 167 0 0 0
1584457516 2186 0 0 167 0 0 0
1584457771 2194 0 0 167 0 0 0
1584462032 2194 0 0 921 0 0 0
1584522279 2197 0 0 921 0 0 0
1587365913 2197 0 0 2866 0 0 0
1587370954 2197 0 0 2874 0 0 0
1587371141 2197 0 0 2883 0 0 0
1587391661 2197 0 0 3034 0 0 0
1587401108 2197 0 0 3162 0 0 0
1587982694 2197 0 0 3578 0 0 0
1587983075 2197 0 0 3583 0 0 0
1587983713 2197 0 0 3613 0 0 0
1587988848 2197 0 0 3748 0 0 0
1587990298 2197 0 0 3793 0 0 0
1587992013 2197 0 0 3811 0 0 0
1588005646 2197 0 86 3811 0 0 0
1588005996 2197 0 108 3811 0 0 0
1588006351 2197 0 123 3811 0 0 0
1588254625 2197 0 123 3978 0 0 0
1588262202 2197 0 123 4143 0 0 0
1588263992 2197 0 123 4159 0 0 0
1588670926 2197 0 136 4159 0 0 0
1588671287 2197 0 139 4159 0 0 0
1588671563 2197 0 143 4159 0 0 0
1588697387 2197 0 149 4159 0 0 0
1588697446 2197 0 155 4159 0 0 0
1588697577 2197 0 367 4159 0 0 0
1588697627 2197 0 479 4159 0 0 0
1588776517 2198 0 479 4159 0 0 0
1588776752 2235 0 479 4159 0 0 0
1588786488 2294 0 479 4159 0 0 0
1589308583 2294 0 659 4159 0 0 0
1589374366 2295 0 659 4159 0 0 0
1589380231 2295 0 703 4159 0 0 0
1589380538 2295 0 797 4159 0 0 0
1589387808 2295 0 800 4159 0 0 0
1589387879 2295 0 821 4159 0 0 0
1589387916 2295 0 881 4159 0 0 0
1589468808 2298 0 881 4159 0 0 0
1589469766 4586 0 881 4159 0 0 0
1589470646 4586 0 892 4159 0 0 0
1589470906 4587 0 892 4159 0 0 0
1589473668 4618 0 892 4159 0 0 0
1589526181 4643 0 892 4159 0 0 0
1589532478 4667 0 892 4159 0 0 0
1589537505 4746 0 892 4159 0 0 0
1589537537 4782 0 892 4159 0 0 0
1589550365 5091 0 892 4159 0 0 0
1589550411 5141 0 892 4159 0 0 0
1589555631 5167 0 892 4159 0 0 0
1589556618 5167 0 892 4159 0 0 0
1589557085 5167 0 892 4159 0 0 0
1589557181 5167 0 892 4159 0 1 0
1589557877 5167 0 892 4159 0 1 0
1589558206 5168 0 892 4159 0 1 0
1589792025 5176 0 892 4159 0 1 0
1589806186 5201 0 892 4159 0 1 0
1589806246 5238 0 892 4159 0 1 0
1589806763 5246 0 892 4159 0 1 0
1589874128 5247 0 892 4159 0 1 0
1589883270 5303 0 892 4159 0 1 0
1589883323 5317 0 892 4159 0 1 0
1589883398 5319 0 892 4159 0 1 0
1589892365 5495 0 892 4159 0 1 0
1589903186 5527 0 892 4159 0 1 0
1589903209 5630 0 892 4159 0 1 0
1589961219 5638 0 892 4159 0 1 0
1589961470 5639 0 892 4159 0 1 0
1589981839 5641 0 892 4159 0 1 0
1589981870 5739 0 892 4159 0 1 0
1589990136 5740 0 892 4159 0 1 0
1589990187 5902 0 892 4159 0 1 0
1590418199 5902 115 892 4159 0 1 0
1590483289 5902 150 892 4159 0 1 0
1590498434 5902 153 892 4159 0 1 0
1590509817 5902 467 892 4159 0 1 0
1590569684 5902 501 892 4159 0 1 0
1590569733 5902 514 892 4159 0 1 0
1590573845 5902 573 892 4159 0 1 0
1590582519 5902 598 892 4159 0 1 0
1590584668 5902 713 892 4159 0 1 0
1590596612 5902 942 892 4159 0 1 0
1590673519 5902 1112 892 4159 0 1 0
1590685064 5902 1528 892 4159 0 1 0
1590737669 5902 1621 892 4159 0 1 0
1590761658 5902 1631 892 4159 0 1 0
1590761694 5902 1960 892 4159 0 1 0
1590871492 5902 1960 892 4159 0 1 15
1591105291 5902 2073 892 4159 0 1 15
1591118671 5902 2430 892 4159 0 1 15
1591194578 5902 2782 892 4159 0 1 15
1591256903 5902 2799 892 4159 0 1 15
1591261583 5902 2834 892 4159 0 1 15
1591276650 5902 2837 892 4159 0 1 15
1591276713 5902 3348 892 4159 0 1 15
1591276746 5902 3355 892 4159 0 1 15
1591290245 5902 3578 892 4159 0 1 15
1591290336 5902 3730 892 4159 0 1 15
1591290387 5902 3735 892 4159 0 1 15
1591348278 5902 3998 892 4159 0 1 15
1591348297 5902 4006 892 4159 0 1 15
1591360036 5902 4053 892 4159 0 1 15
1591361646 5902 4077 892 4159 0 1 15
1591361768 5902 4108 892 4159 0 1 15
1591362816 5902 4117 892 4159 0 1 15
1591371635 5902 4181 892 4159 0 1 15
1591372668 5902 4614 892 4159 0 1 15
1591601566 5902 4624 892 4159 0 1 15
