1586268282 0 23019
1586269151 0 23030
1586271425 0 23031
1586290015 0 23046
1586335242 0 23302
1586349597 0 23317
1586349633 0 23408
1586349647 0 23423
1586352478 0 23435
1586355673 0 23458
1586356001 0 23474
1586356016 0 23475
1586359362 0 23489
1586359731 0 23498
1586363431 0 23746
1586364807 0 23752
1586415327 0 23754
1586419192 0 23853
1586428856 0 23858
1586434263 0 23883
1586434307 0 23885
1586434324 0 23894
1586434912 0 23904
1586446230 0 23909
1586446267 0 23970
1586505693 0 23997
1586530982 0 24009
1586617455 0 24012
1586697491 0 24405
1586847770 0 29774
1586855297 0 29776
1587223682 0 30109
1587233953 0 30115
1587488580 0 30265
1587543754 0 30332
1587546356 0 30338
1587556567 0 30338
1587571985 0 30341
1588177037 0 30342
1588502458 0 30352
1588526932 0 30359
1588575245 0 30365
1589392481 0 30377
1589477706 0 30378
1589562121 0 30379
1589566185 0 30404
1589710798 0 30418
1589711859 0 30419
1590327931 11 30419
1590328839 15 30419
1592898782 16 30419
1597500204 20 30419
1601198755 21 30419
1601198769 29 30419
1604998837 39 30419
1606377490 40 30419
1606498353 42 30419
1606585574 42 30419
1607448083 45 30419
1607449120 52 30419
1608740058 1099 30419
1611518624 1106 30419
1613575172 1109 30419
1613575180 1113 30419
1613643175 1116 30419
1616507714 1529 30419
1616507751 1562 30419
1617446208 1566 30419
1617459163 1569 30419
1617463839 1600 30419
1617524297 1603 30419
1618057037 1604 30419
1618070247 1609 30419
1621708565 1675 30419
1621708586 1675 30419
1621757575 1708 30419
1621758245 1709 30419
1621785302 1736 30419
1623654262 1741 30419
1639155997 1743 30419
1644138008 1753 30419
1668334401 1756 30419
1668334408 1797 30419
1688499622 1799 30419
1688503639 1846 30419
1694089232 1851 30419
1695922256 4254 30419
1695928380 4269 30419
1695970877 4286 30419
1695974631 4306 30419
1695998383 4319 30419
1696436951 4338 30419
1696514031 4354 30419
1696688152 4370 30419
1699438649 4371 30419
1699438671 5411 30419
1699627671 5418 30419
1700819437 5430 30419
1700819454 5515 30419
1701086490 5942 30419
1701937878 5943 30419
1703060595 5945 30419
1703175098 5947 30419
1704893028 5948 30419
1705652596 5951 30419
1707585016 5952 30419
1709722947 5954 30419
1710348264 5957 30419
1710437581 5958 30419
1713458052 5962 30419
1713517189 5962 30419
1716447347 5968 30419
1716447358 5970 30419
1718779784 5971 30419
1724578171 5976 30419
1724856543 5977 30419
1725603256 6001 30419
1726388442 6003 30419
1727252843 6004 30419
1727870643 6005 30419
1734526578 6006 30419
1741274946 6014 30419
1741530017 6110 30419
1741770149 6117 30419
1745506140 6135 30419
1747819394 6164 30419
