1742244308 1 0
1742244954 2 0
1742245374 3 0
1742245493 4 0
1742246220 5 0
1742372371 6 0
1742372730 7 0
1742377076 8 0
1742466465 9 0
1742466497 10 0
1742487277 11 0
1742488464 12 0
1742488774 13 0
1742490324 14 0
1742490994 15 0
1743172247 16 0
1743281021 16 1
1744293549 17 1
1744293627 18 1
1744293747 19 1
1744293855 20 1
1744294303 21 1
1744296795 22 1
1744296990 23 1
1744297452 24 1
1744297904 25 1
1744298266 26 1
1747996327 27 1
1747996892 28 1
1747997587 29 1
1748324977 30 1
1748325162 31 1
