1742244308 13990 0
1742244954 14021 0
1742245374 14025 0
1742245493 14028 0
1742246220 14029 0
1742372371 14063 0
1742372730 14064 0
1742377076 14144 0
1742466465 14180 0
1742466497 14348 0
1742487277 15010 0
1742488464 15011 0
1742488774 15018 0
1742490324 15069 0
1742490994 15098 0
1743172247 15159 0
1743281021 15159 1
1744293549 15256 1
1744293627 17560 1
1744293747 19717 1
1744293855 22041 1
1744294303 27468 1
1744296795 28620 1
1744296990 28622 1
1744297452 28630 1
1744297904 28682 1
1744298266 28797 1
1747996327 29388 1
1747996892 29390 1
1747997587 29394 1
