1570176289 91 0 0
1570176583 91 0 0
1570451892 899 0 0
1570453134 916 0 0
1570540474 931 0 0
1570540493 958 0 0
1570540584 959 0 0
1570644618 1045 0 0
1570644656 1117 0 0
1570715723 1118 0 0
1570734182 1146 0 0
1571166020 1306 0 0
1571213180 1316 0 0
1571327266 1376 0 0
1571327318 1377 0 0
1571383906 1378 0 0
1572855644 1430 0 0
1573027412 1432 0 0
1573213074 1433 0 0
1576740875 1434 0 0
1578566652 1435 0 0
1580286427 1447 0 0
1580287372 1462 0 0
1580287531 1462 0 9
1580800791 1474 0 9
1580801162 1476 0 9
1580992780 1477 0 9
1581022328 1489 0 9
1582613838 1490 0 9
1582613910 1514 0 9
1582615288 1529 0 9
1582618967 1533 0 9
1582622447 1533 0 9
1583247498 1533 0 9
1583247531 1633 0 9
1583306125 1634 0 9
1583330453 1636 0 9
1583392615 1644 0 9
1583392681 1645 0 9
1584621578 1646 0 9
1584621588 1666 0 9
1585556230 1725 0 9
1585556266 1727 0 9
1586436056 1728 0 9
1587456011 1733 0 9
1587457075 1784 0 9
1587457614 1786 0 9
1587466120 1794 0 9
1588057692 1808 0 9
1588057824 1809 0 9
1589190486 1852 0 9
1589190718 1872 0 9
1589220629 1873 0 9
1589292175 1875 0 9
1589292209 1877 0 9
1589292380 1883 0 9
1589704674 1887 0 9
1589704690 3326 0 9
1589705541 3326 0 9
1589784481 3333 0 9
1590143752 3333 42 9
1590143785 3333 42 9
1590154096 3333 107 9
1590154843 3333 122 9
1590154857 3333 123 9
1590328242 3333 124 9
1590388570 3333 131 9
1591530432 3333 136 9
