1374695795 0 0 0 0 1
1374695887 0 0 0 0 2
1374796674 0 0 0 0 3
1374797004 0 0 0 0 4
1374797105 0 0 0 0 5
1401181666 1 0 0 0 5
1401182737 2 0 0 0 5
1401718323 3 0 0 0 5
1401872375 3 1 0 0 5
1401872798 3 2 0 0 5
1401873327 3 3 0 0 5
1401874096 3 4 0 0 5
1401876125 3 4 0 1 5
1401876135 3 4 0 2 5
1401876596 3 5 0 2 5
1401876827 3 6 0 2 5
1401876954 3 6 0 3 5
1401876966 3 6 0 4 5
1401878019 3 7 0 4 5
1401878103 3 8 0 4 5
1401879080 3 9 0 4 5
1401885411 3 10 0 4 5
1401887028 4 10 0 4 5
1401953332 5 10 0 4 5
1401959925 6 10 0 4 5
1401963843 7 10 0 4 5
1401964152 8 10 0 4 5
1401964890 9 10 0 4 5
1401964983 10 10 0 4 5
1401970251 11 10 0 4 5
1401971495 12 10 0 4 5
1401972138 13 10 0 4 5
1401972201 14 10 0 4 5
1401972533 15 10 0 4 5
1401972687 16 10 0 4 5
1401974879 17 10 0 4 5
1401977260 18 10 0 4 5
1401977569 19 10 0 4 5
1402042786 20 10 0 4 5
1402059089 21 10 0 4 5
1402405649 22 10 0 4 5
1402993122 23 10 0 4 5
1402997776 24 10 0 4 5
1402997902 25 10 0 4 5
1403078541 26 10 0 4 5
1403252097 27 10 0 4 5
1403252532 28 10 0 4 5
1403257153 29 10 0 4 5
1403257245 30 10 0 4 5
1403268287 30 10 1 4 5
1403268920 31 10 1 4 5
1403268949 31 10 1 5 5
1403269060 32 10 1 5 5
1403269231 33 10 1 5 5
1403269294 34 10 1 5 5
1403273446 35 10 1 5 5
1403509240 35 10 2 5 5
1403509293 36 10 2 5 5
1403511435 36 10 3 5 5
1403512111 36 10 4 5 5
1403513166 36 10 5 5 5
1403517470 36 10 6 5 5
1403528680 36 10 7 5 5
1403529197 37 10 7 5 5
1403529339 38 10 7 5 5
1403529657 39 10 7 5 5
1403530002 40 10 7 5 5
1403777312 41 10 7 5 5
