1475591481 1 0 0 0
1475657671 2 0 0 0
1476198062 3 0 0 0
1476286276 4 0 0 0
1476287315 5 0 0 0
1476291796 6 0 0 0
1476459603 7 0 0 0
1476459819 8 0 0 0
1476459846 9 0 0 0
1476459906 10 0 0 0
1477464249 11 0 0 0
1477466897 12 0 0 0
1477483439 13 0 0 0
1477491730 14 0 0 0
1477562896 15 0 0 0
1477574166 16 0 0 0
1477579595 17 0 0 0
1478100036 18 0 0 0
1478104108 19 0 0 0
1478107194 20 0 0 0
1478120904 21 0 0 0
1478177252 22 0 0 0
1478250229 23 0 0 0
1478253604 24 0 0 0
1478254283 25 0 0 0
1478527964 26 0 0 0
1478531074 27 0 0 0
1478553744 28 0 0 0
1478554968 29 0 0 0
1478559646 30 0 0 0
1478803595 31 0 0 0
1479110757 32 0 0 0
1479116958 33 0 0 0
1479120960 34 0 0 0
1479122856 35 0 0 0
1479129540 36 0 0 0
1479134732 37 0 0 0
1479136983 38 0 0 0
1479204942 39 0 0 0
1479209064 40 0 0 0
1479209253 41 0 0 0
1479225911 42 0 0 0
1479283260 43 0 0 0
1479288048 44 0 0 0
1479305487 45 0 0 0
1479306220 46 0 0 0
1480069356 47 0 0 0
1480085206 48 0 0 0
1493034850 49 0 0 0
1493210654 50 0 0 0
1493212880 51 0 0 0
1493223934 52 0 0 0
1493288874 53 0 0 0
1493297724 54 0 0 0
1493723614 55 0 0 0
1493724981 56 0 0 0
1493733838 57 0 0 0
1493906415 58 0 0 0
1493910451 59 0 0 0
1493978886 60 0 0 0
1493987448 61 0 0 0
1494412988 62 0 0 0
1494415364 63 0 0 0
1494420544 64 0 0 0
1494435252 65 0 0 0
1495550478 66 0 0 0
1496068141 67 0 0 0
1496225562 68 0 0 0
1496236039 69 0 0 0
1496242461 70 0 0 0
1496247605 71 0 0 0
1496307351 72 0 0 0
1496326391 73 0 0 0
1496327593 74 0 0 0
1496327805 75 0 0 0
1496328722 76 0 0 0
1496407687 77 0 0 0
1496417110 78 0 0 0
1496747786 79 0 0 0
1496819756 80 0 0 0
1496843269 81 0 0 0
1496844373 82 0 0 0
1496845504 83 0 0 0
1496854023 84 0 0 0
1496929305 85 0 0 0
1496942999 86 0 0 0
1496999694 87 0 0 0
1497001749 88 0 0 0
1497011356 89 0 0 0
1497435077 90 0 0 0
1497452611 91 0 0 0
1497454600 92 0 0 0
1497537633 93 0 0 0
1498036827 94 0 0 0
1498055482 95 0 0 0
1498055887 96 0 0 0
1498058892 97 0 0 0
1498060810 98 0 0 0
1498061955 99 0 0 0
1498064780 100 0 0 0
1498110294 101 0 0 0
1498134809 102 0 0 0
1498134833 103 0 0 0
1498228571 104 0 0 0
1498835079 105 0 0 0
1498836648 106 0 0 0
1498837467 107 0 0 0
1499073044 108 0 0 0
1499073399 109 0 0 0
1499172970 110 0 0 0
1499186953 111 0 0 0
1499245386 112 0 0 0
1499261620 113 0 0 0
1499273323 114 0 0 0
1499426328 115 0 0 0
1499427428 116 0 0 0
1499697346 117 0 0 0
1499775512 118 0 0 0
1499783954 119 0 0 0
1504616554 120 0 0 0
1504618399 121 0 0 0
1504710137 122 0 0 0
1505813636 123 0 0 0
1505814177 124 0 0 0
1505815615 125 0 0 0
1505816271 126 0 0 0
1505816411 127 0 0 0
1505816741 128 0 0 0
1505817156 129 0 0 0
1505819890 130 0 0 0
1505820122 131 0 0 0
1505820931 132 0 0 0
1505820951 133 0 0 0
1505821768 134 0 0 0
1505823715 135 0 0 0
1505826638 136 0 0 0
1505830859 137 0 0 0
1505831641 138 0 0 0
1506076347 139 0 0 0
1506077703 140 0 0 0
1507727497 141 0 0 0
1507727525 142 0 0 0
1507728624 143 0 0 0
1507730520 144 0 0 0
1507730618 145 0 0 0
1507730788 146 0 0 0
1509099000 147 0 0 0
1509102312 148 0 0 0
1509142369 149 0 0 0
1509143750 150 0 0 0
1509211515 151 0 0 0
1509213733 152 0 0 0
1510161086 153 0 0 0
1517845192 154 0 0 0
1537111149 154 0 0 1
1537894884 154 0 1 1
1537895173 155 0 1 1
1543432682 155 1 1 1
1566313465 155 2 1 1
