1475591481 1017 0 0 0
1475657671 1075 0 0 0
1476198062 1141 0 0 0
1476286276 1381 0 0 0
1476287315 1561 0 0 0
1476291796 1595 0 0 0
1476459603 1846 0 0 0
1476459819 1847 0 0 0
1476459846 1885 0 0 0
1476459906 1980 0 0 0
1477464249 2379 0 0 0
1477466897 2472 0 0 0
1477483439 2558 0 0 0
1477491730 2709 0 0 0
1477562896 2789 0 0 0
1477574166 2837 0 0 0
1477579595 3073 0 0 0
1478100036 3224 0 0 0
1478104108 3236 0 0 0
1478107194 3388 0 0 0
1478120904 3427 0 0 0
1478177252 3615 0 0 0
1478250229 3738 0 0 0
1478253604 3769 0 0 0
1478254283 3779 0 0 0
1478527964 3816 0 0 0
1478531074 3846 0 0 0
1478553744 3958 0 0 0
1478554968 4010 0 0 0
1478559646 4158 0 0 0
1478803595 4206 0 0 0
1479110757 4219 0 0 0
1479116958 4223 0 0 0
1479120960 4247 0 0 0
1479122856 4259 0 0 0
1479129540 4293 0 0 0
1479134732 4329 0 0 0
1479136983 4491 0 0 0
1479204942 4533 0 0 0
1479209064 4558 0 0 0
1479209253 4559 0 0 0
1479225911 4577 0 0 0
1479283260 4605 0 0 0
1479288048 4847 0 0 0
1479305487 4903 0 0 0
1479306220 4954 0 0 0
1480069356 4956 0 0 0
1480085206 5275 0 0 0
1493034850 5332 0 0 0
1493210654 5422 0 0 0
1493212880 5442 0 0 0
1493223934 5473 0 0 0
1493288874 5475 0 0 0
1493297724 5488 0 0 0
1493723614 5593 0 0 0
1493724981 5669 0 0 0
1493733838 5717 0 0 0
1493906415 5831 0 0 0
1493910451 5874 0 0 0
1493978886 5903 0 0 0
1493987448 5948 0 0 0
1494412988 5954 0 0 0
1494415364 6027 0 0 0
1494420544 6279 0 0 0
1494435252 6370 0 0 0
1495550478 6556 0 0 0
1496068141 6565 0 0 0
1496225562 6825 0 0 0
1496236039 6883 0 0 0
1496242461 7359 0 0 0
1496247605 7378 0 0 0
1496307351 7380 0 0 0
1496326391 7450 0 0 0
1496327593 7461 0 0 0
1496327805 7461 0 0 0
1496328722 7475 0 0 0
1496407687 8137 0 0 0
1496417110 8236 0 0 0
1496747786 8293 0 0 0
1496819756 8301 0 0 0
1496843269 8666 0 0 0
1496844373 8677 0 0 0
1496845504 8685 0 0 0
1496854023 8788 0 0 0
1496929305 8816 0 0 0
1496942999 8964 0 0 0
1496999694 8995 0 0 0
1497001749 9057 0 0 0
1497011356 9066 0 0 0
1497435077 9334 0 0 0
1497452611 9660 0 0 0
1497454600 9691 0 0 0
1497537633 9748 0 0 0
1498036827 10024 0 0 0
1498055482 10099 0 0 0
1498055887 10110 0 0 0
1498058892 10133 0 0 0
1498060810 10153 0 0 0
1498061955 10243 0 0 0
1498064780 10253 0 0 0
1498110294 10280 0 0 0
1498134809 10400 0 0 0
1498134833 10402 0 0 0
1498228571 10886 0 0 0
1498835079 11038 0 0 0
1498836648 11077 0 0 0
1498837467 11086 0 0 0
1499073044 11147 0 0 0
1499073399 11150 0 0 0
1499172970 11154 0 0 0
1499186953 11302 0 0 0
1499245386 11362 0 0 0
1499261620 11363 0 0 0
1499273323 11498 0 0 0
1499426328 11498 0 0 0
1499427428 11512 0 0 0
1499697346 11526 0 0 0
1499775512 11611 0 0 0
1499783954 11715 0 0 0
1504616554 11720 0 0 0
1504618399 11737 0 0 0
1504710137 11755 0 0 0
1505813636 11779 0 0 0
1505814177 11780 0 0 0
1505815615 11781 0 0 0
1505816271 11790 0 0 0
1505816411 11791 0 0 0
1505816741 11795 0 0 0
1505817156 11803 0 0 0
1505819890 11840 0 0 0
1505820122 11842 0 0 0
1505820931 11844 0 0 0
1505820951 11846 0 0 0
1505821768 11851 0 0 0
1505823715 11853 0 0 0
1505826638 11856 0 0 0
1505830859 11862 0 0 0
1505831641 11862 0 0 0
1506076347 12168 0 0 0
1506077703 12202 0 0 0
1507727497 12410 0 0 0
1507727525 12416 0 0 0
1507728624 12436 0 0 0
1507730520 12437 0 0 0
1507730618 12461 0 0 0
1507730788 12461 0 0 0
1509099000 12473 0 0 0
1509102312 12561 0 0 0
1509142369 12576 0 0 0
1509143750 12578 0 0 0
1509211515 12584 0 0 0
1509213733 12592 0 0 0
1510161086 12601 0 0 0
1517845192 12660 0 0 0
1537111149 12660 0 0 20
1537894884 12660 0 0 20
1537895173 12671 0 0 20
1543432682 12671 52 0 20
1566313465 12671 58 0 20
