1392854422 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
1392854846 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0
1392895645 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0
1392899455 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0
1392899608 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0
1392900390 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0
1392900542 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0
1392900613 0 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0
1392911661 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0
1392920386 0 0 0 10 0 0 0 0 0 0 0 0 0 0 0 0
1392922439 0 0 0 11 0 0 0 0 0 0 0 0 0 0 0 0
1392928521 0 0 0 12 0 0 0 0 0 0 0 0 0 0 0 0
1392928670 0 0 0 13 0 0 0 0 0 0 0 0 0 0 0 0
1392930078 0 0 0 14 0 0 0 0 0 0 0 0 0 0 0 0
1392942560 0 0 0 15 0 0 0 0 0 0 0 0 0 0 0 0
1392944281 0 0 0 16 0 0 0 0 0 0 0 0 0 0 0 0
1392986311 0 0 0 17 0 0 0 0 0 0 0 0 0 0 0 0
1393029662 0 0 0 18 0 0 0 0 0 0 0 0 0 0 0 0
1393099418 0 0 0 19 0 0 0 0 0 0 0 0 0 0 0 0
1393110248 0 0 0 20 0 0 0 0 0 0 0 0 0 0 0 0
1393177549 0 0 0 21 0 0 0 0 0 0 0 0 0 0 0 0
1393284240 0 0 0 22 0 0 0 0 0 0 0 0 0 0 0 0
1394277265 0 0 0 23 0 0 0 0 0 0 0 0 0 0 0 0
1394410738 0 0 0 24 0 0 0 0 0 0 0 0 0 0 0 0
1395354902 0 0 0 25 0 0 0 0 0 0 0 0 0 0 0 0
1395362343 0 0 0 26 0 0 0 0 0 0 0 0 0 0 0 0
1395418124 0 0 0 27 0 0 0 0 0 0 0 0 0 0 0 0
1395420064 0 0 0 28 0 0 0 0 0 0 0 0 0 0 0 0
1395421435 0 0 0 29 0 0 0 0 0 0 0 0 0 0 0 0
1395428409 0 0 0 29 0 1 0 0 0 0 0 0 0 0 0 0
1395431529 0 0 0 30 0 1 0 0 0 0 0 0 0 0 0 0
1395440432 0 0 0 31 0 1 0 0 0 0 0 0 0 0 0 0
1395831784 0 0 0 31 0 2 0 0 0 0 0 0 0 0 0 0
1395935301 0 0 0 32 0 2 0 0 0 0 0 0 0 0 0 0
1395935349 0 0 0 33 0 2 0 0 0 0 0 0 0 0 0 0
1396088838 0 0 0 34 0 2 0 0 0 0 0 0 0 0 0 0
