1392854422 0 0 0 32962 0 0 0 0 0 0 0 0 0 0 0 0
1392854846 0 0 0 32978 0 0 0 0 0 0 0 0 0 0 0 0
1392895645 0 0 0 32978 0 0 0 0 0 0 0 0 0 0 0 0
1392899455 0 0 0 32995 0 0 0 0 0 0 0 0 0 0 0 0
1392899608 0 0 0 33000 0 0 0 0 0 0 0 0 0 0 0 0
1392900390 0 0 0 33009 0 0 0 0 0 0 0 0 0 0 0 0
1392900542 0 0 0 33010 0 0 0 0 0 0 0 0 0 0 0 0
1392900613 0 0 0 33011 0 0 0 0 0 0 0 0 0 0 0 0
1392911661 0 0 0 33015 0 0 0 0 0 0 0 0 0 0 0 0
1392920386 0 0 0 33042 0 0 0 0 0 0 0 0 0 0 0 0
1392922439 0 0 0 33043 0 0 0 0 0 0 0 0 0 0 0 0
1392928521 0 0 0 33049 0 0 0 0 0 0 0 0 0 0 0 0
1392928670 0 0 0 33051 0 0 0 0 0 0 0 0 0 0 0 0
1392930078 0 0 0 33055 0 0 0 0 0 0 0 0 0 0 0 0
1392942560 0 0 0 33060 0 0 0 0 0 0 0 0 0 0 0 0
1392944281 0 0 0 33086 0 0 0 0 0 0 0 0 0 0 0 0
1392986311 0 0 0 33118 0 0 0 0 0 0 0 0 0 0 0 0
1393029662 0 0 0 33607 0 0 0 0 0 0 0 0 0 0 0 0
1393099418 0 0 0 33720 0 0 0 0 0 0 0 0 0 0 0 0
1393110248 0 0 0 33840 0 0 0 0 0 0 0 0 0 0 0 0
1393177549 0 0 0 34235 0 0 0 0 0 0 0 0 0 0 0 0
1393284240 0 0 0 34425 0 0 0 0 0 0 0 0 0 0 0 0
1394277265 0 0 0 44076 0 0 0 0 0 0 0 0 0 0 0 0
1394410738 0 0 0 44280 0 0 0 0 0 0 0 0 0 0 0 0
1395354902 0 0 0 44352 0 0 0 0 0 0 0 0 0 0 0 0
1395362343 0 0 0 44356 0 0 0 0 0 0 0 0 0 0 0 0
1395418124 0 0 0 44432 0 0 0 0 0 0 0 0 0 0 0 0
1395420064 0 0 0 44454 0 0 0 0 0 0 0 0 0 0 0 0
1395421435 0 0 0 44457 0 0 0 0 0 0 0 0 0 0 0 0
1395428409 0 0 0 44457 0 1 0 0 0 0 0 0 0 0 0 0
1395431529 0 0 0 44461 0 1 0 0 0 0 0 0 0 0 0 0
1395440432 0 0 0 44468 0 1 0 0 0 0 0 0 0 0 0 0
1395831784 0 0 0 44468 0 7 0 0 0 0 0 0 0 0 0 0
1395935301 0 0 0 44814 0 7 0 0 0 0 0 0 0 0 0 0
1395935349 0 0 0 44814 0 7 0 0 0 0 0 0 0 0 0 0
1396088838 0 0 0 45385 0 7 0 0 0 0 0 0 0 0 0 0
1396092993 0 0 0 45391 0 7 0 0 0 0 0 0 0 0 0 0
1396103383 0 0 0 45396 0 7 0 0 0 0 0 0 0 0 0 0
1396191796 0 0 0 45437 0 7 0 0 0 0 0 0 0 0 0 0
1396205696 0 0 0 45471 0 7 0 0 0 0 0 0 0 0 0 0
